id,stratifiedNarrative,stratifiedCommaLabel
145,"某大型超市销售的乳类商品有四种：液态奶、酸奶、婴幼儿奶粉、成人奶粉，且液态奶、酸奶、婴幼儿奶粉、成人奶粉分别有40种、10种、30种、20种不同的品牌，现从中抽取一个容量为20的样本进行三聚氰胺安全检测．若采用分层抽样的方法抽取样本，则抽取的酸奶与成人奶粉品牌数之和是______．

","某大型超市销售的乳类商品有四种：液态奶、酸奶、婴幼儿奶粉、成人奶粉#，且液态奶、酸奶、婴幼儿奶粉、成人奶粉分别有40种、10种、30种、20种不同的品牌#，现从中抽取一个容量为20的样本进行三聚氰胺安全检测．若采用分层抽样的方法抽取样本#，则抽取的酸奶与成人奶粉品牌数之和是______．

"
146,"某单位老、中、青人数之比依次为2：3：5．现采用分层抽样方法从中抽出一个容量为n的样本，若样本中中年人人数为12，则此样本的容量n为（　　）


","某单位老、中、青人数之比依次为2：3：5．现采用分层抽样方法从中抽出一个容量为n的样本#，若样本中中年人人数为12#，则此样本的容量n为（　　）


"
147,"某地区有小学21所，中学14所，大学7所，现采取分层抽样的方法从这些学校中抽取6所学校对学生进行视力调查．求应从小学、中学、大学中分别抽取的学校数目．

","某地区有小学21所#，中学14所#，大学7所#，现采取分层抽样的方法从这些学校中抽取6所学校对学生进行视力调查．求应从小学、中学、大学中分别抽取的学校数目．

"
148,"某校全国数学联赛的代表队由77名高三学生，63名高二学生和14名高一学生组成，现用分层抽样的方法抽取一个44人的样本，那么应在高三，高二，高一的学生中抽取的人数分别为（　　）

","某校全国数学联赛的代表队由77名高三学生$，63名高二学生和14名高一学生组成#，现用分层抽样的方法抽取一个44人的样本#，那么应在高三$，高二$，高一的学生中抽取的人数分别为（　　）

"
149,"某年级有三个班级，人数分别为45、50、55，为加强班级学生民主化管理，拟就某项决策进行问卷调查，按分层抽样的方法抽取30人，则各个班级被抽取的人数分别为______．

","某年级有三个班级$，人数分别为45、50、55#，为加强班级学生民主化管理#，拟就某项决策进行问卷调查#，按分层抽样的方法抽取30人#，则各个班级被抽取的人数分别为______．

"
150,"某校1000名学生中，O型血有400人，A型血有250人，B型血有250人，AB型血有100人，为了研究血型与性格的关系，按照分层抽样的方法从中抽取样本．如果从A型血中抽取了10人，则从AB型血中应当抽取的人数为（　　）


","某校1000名学生中#，O型血有400人#，A型血有250人#，B型血有250人#，AB型血有100人#，为了研究血型与性格的关系#，按照分层抽样的方法从中抽取样本．如果从A型血中抽取了10人#，则从AB型血中应当抽取的人数为（　　）


"
151,"某城市有学校500所，其中大学10所，中学200所，小学290所，现在选取50所学校进行学生的视力调查，应采取______方法，其中大学取______所，中学取______所，小学取______所．

","某城市有学校500所#，其中大学10所#，中学200所#，小学290所#，现在选取50所学校进行学生的视力调查#，应采取______方法#，其中大学取______所#，中学取______所#，小学取______所．

"
152,"一个工厂有若干个车间，今采用分层抽样法从全厂某天的2000件产品中抽取一个容量为200的样本进行质量检查，若一车间这一天生产了80件产品，则从该车间抽取的产品件数为（　　）

","一个工厂有若干个车间#，今采用分层抽样法从全厂某天的2000件产品中抽取一个容量为200的样本进行质量检查#，若一车间这一天生产了80件产品#，则从该车间抽取的产品件数为（　　）

"
153,"某校对全校男女学生共1200名进行健康调查，选用分层抽样抽取一个容量为200的样本，已知男生比女生多抽了10人，则该校男生人数为______人．

","某校对全校男女学生共1200名进行健康调查#，选用分层抽样抽取一个容量为200的样本#，已知男生比女生多抽了10人#，则该校男生人数为______人．

"
154,"要从其中有50个红球的1000个球中，采用按颜色分层抽样的方法抽取100个进行分析，则应抽取红球的个数为（　　）


","要从其中有50个红球的1000个球中#，采用按颜色分层抽样的方法抽取100个进行分析#，则应抽取红球的个数为（　　）


"
155,"某校共有学生2000人，其中高三年级有学生700人．为调查“亿万学生阳光体育运动”的落实情况，现采用按年级分层抽样的方法，从该校学生中抽取一个容量为400的样本，那么样本中高三年级的学生人数是______．

","某校共有学生2000人#，其中高三年级有学生700人．为调查“亿万学生阳光体育运动”的落实情况#，现采用按年级分层抽样的方法$，从该校学生中抽取一个容量为400的样本#，那么样本中高三年级的学生人数是______．

"
156,"某质量监督局要对某厂6月份生产的三种型号的轿车进行抽检，已知6月份该厂共生产甲种轿车1400辆，乙种轿车6000辆，丙种轿车2000辆．现采用分层抽样的方法抽取47辆轿车进行检验，则甲、乙、丙三种型号的轿车依次应抽取（　　）
","某质量监督局要对某厂6月份生产的三种型号的轿车进行抽检#，已知6月份该厂共生产甲种轿车1400辆#，乙种轿车6000辆#，丙种轿车2000辆．现采用分层抽样的方法抽取47辆轿车进行检验#，则甲、乙、丙三种型号的轿车依次应抽取（　　）
"
157,"某社区有600个家庭，其中高收入家庭150户，中等收入家庭360户，低收人家庭90户，为了调查购买力的某项指标，用分层抽样的方法从中抽取一个容量为l00的样本，则中等收入家庭应抽取的户数是______．

","某社区有600个家庭#，其中高收入家庭150户#，中等收入家庭360户#，低收人家庭90户#，为了调查购买力的某项指标#，用分层抽样的方法从中抽取一个容量为l00的样本#，则中等收入家庭应抽取的户数是______．

"
158,"某大学中文系共有本科生5000人，其中一、二、三、四年级的学生比为5：4：3：1，要用分层抽样的方法从该系所有本科生中抽取一个容量为260的样本，则应抽二年级的学生（　　）


","某大学中文系共有本科生5000人#，其中一、二、三、四年级的学生比为5：4：3：1#，要用分层抽样的方法从该系所有本科生中抽取一个容量为260的样本#，则应抽二年级的学生（　　）


"
159,"某学校数学兴趣小组有10名学生，其中有4名女同学；英语兴趣小组有5名学生，其中有3名女学生，现采用分层抽样方法（层内采用不放回简单随机抽样）从数学兴趣小组、英语兴趣小组中共抽取3名学生参加科技节活动．求从数学兴趣小组、英语兴趣小组各抽取的人数.

","某学校数学兴趣小组有10名学生#，其中有4名女同学；英语兴趣小组有5名学生#，其中有3名女学生#，现采用分层抽样方法（层内采用不放回简单随机抽样）从数学兴趣小组、英语兴趣小组中共抽取3名学生参加科技节活动．求从数学兴趣小组、英语兴趣小组各抽取的人数.

"
160,"在100个产品中，一等品20个，二等品30个，三等品50个，用分层抽样的方法抽取一个容量20的样本，则二等品中A被抽取到的概率为（　　）
","在100个产品中#，一等品20个#，二等品30个#，三等品50个#，用分层抽样的方法抽取一个容量20的样本#，则二等品中A被抽取到的概率为（　　）
"
161,"某校高中三个年级共有学生2000人，且高一、高二、高三学生人数之比为5：3：2．现要从全体高中学生中抽取一个容量为20的样本，则应采用______的方法抽取样本，并且该样本在高二年级抽取的人数为______．

","某校高中三个年级共有学生2000人#，且高一、高二、高三学生人数之比为5：3：2．现要从全体高中学生中抽取一个容量为20的样本#，则应采用______的方法抽取样本#，并且该样本在高二年级抽取的人数为______．

"
162,"某学校有体育特长生25人，美术特长生35人，音乐特长生40人．用分层抽样的方法从中抽取40人，则抽取的体育特长生、美术特长生、音乐特长生的人数分别为（　　）
","某学校有体育特长生25人#，美术特长生35人#，音乐特长生40人．用分层抽样的方法从中抽取40人#，则抽取的体育特长生、美术特长生、音乐特长生的人数分别为（　　）
"
163,"为了了解某市开展群众体育活动的情况，拟采用分层抽样的方法从A、B、C三个区抽取5个工厂进行调查．已知这三个区分别有9，18，18个工厂．求从A、B、C三个区中分别抽取的工厂的个数．
","为了了解某市开展群众体育活动的情况#，拟采用分层抽样的方法从A、B、C三个区抽取5个工厂进行调查．已知这三个区分别有9$，18$，18个工厂．求从A、B、C三个区中分别抽取的工厂的个数．
"
164,"某校高三年级共1200名学生，现采用分层抽样方法抽取一个容量为200的样本进行健康状况调查，若抽到男生比女生多10人，则该校男生共有（　　）
","某校高三年级共1200名学生#，现采用分层抽样方法抽取一个容量为200的样本进行健康状况调查#，若抽到男生比女生多10人#，则该校男生共有（　　）
"
165,"为了了解某市工厂开展群众体育活动的情况，拟采用分层抽样的方法从A，B，C三个区中抽取7个工厂进行调查，已知A，B，C区中分别有18，27，18个工厂。求从A，B，C区中应分别抽取的工厂个数.
","为了了解某市工厂开展群众体育活动的情况#，拟采用分层抽样的方法从A$，B$，C三个区中抽取7个工厂进行调查#，已知A$，B$，C区中分别有18$，27$，18个工厂。求从A$，B$，C区中应分别抽取的工厂个数.
"
166,"某地区有小学21所，中学14所，大学7所，现采用分层抽样的方法从这些学校中抽取6所学校对学生进行视力调查。求应从小学、中学、大学中分别抽取的学校数目.

","某地区有小学21所#，中学14所#，大学7所#，现采用分层抽样的方法从这些学校中抽取6所学校对学生进行视力调查。求应从小学、中学、大学中分别抽取的学校数目.

"
167,"为了解某地区中学生的身体发育状况，拟采用分层抽样的方法从甲、乙、丙三所中学抽取6个教学班进行调查．已知甲、乙、丙三所中学分别有12，6，18个教学班．求从甲、乙、丙三所中学中分别抽取的教学班的个数.
","为了解某地区中学生的身体发育状况#，拟采用分层抽样的方法从甲、乙、丙三所中学抽取6个教学班进行调查．已知甲、乙、丙三所中学分别有12$，6$，18个教学班．求从甲、乙、丙三所中学中分别抽取的教学班的个数.
"
168,"某车间甲组有10名工人，其中有4名女工人；乙组有5名工人，其中有3名女工人，现采用分层抽样方法（层内采用不放回简单随机抽样）从甲、乙两组中共抽取3名工人进行技术考核． 求从甲、乙两组各抽取的人数.

","某车间甲组有10名工人#，其中有4名女工人；乙组有5名工人#，其中有3名女工人#，现采用分层抽样方法（层内采用不放回简单随机抽样）从甲、乙两组中共抽取3名工人进行技术考核． 求从甲、乙两组各抽取的人数.

"
169,"某地区的高中分三类，A类学校共有学生4000人，B类学校共有学生2000人，C类学校共有学生3000人，现欲抽样分析某次考试的情况，若抽取900份试卷进行分析，则从A类学校抽取的试卷分数应为[  ]
","某地区的高中分三类#，A类学校共有学生4000人#，B类学校共有学生2000人#，C类学校共有学生3000人#，现欲抽样分析某次考试的情况#，若抽取900份试卷进行分析#，则从A类学校抽取的试卷分数应为[  ]
"
170,"有A、B、C三种零件，分别为a个，300个，200个，采用分层抽样抽取一个容量为45的样本，其中C种零件抽取了10个，则此三种零件共有（    ）个。","有A、B、C三种零件$，分别为a个$，300个$，200个#，采用分层抽样抽取一个容量为45的样本#，其中C种零件抽取了10个#，则此三种零件共有（    ）个。"
171,"用分层抽样的方法从某校学生中抽取一个容量为45的样本，其中高一年级抽20人，高三年级抽10人，已知该校高二年级共有学生300人，则该校学生总数是（    ）人。","用分层抽样的方法从某校学生中抽取一个容量为45的样本#，其中高一年级抽20人#，高三年级抽10人#，已知该校高二年级共有学生300人#，则该校学生总数是（    ）人。"
172,某企业有职工150人，其中高级职称15人，中级职称45人，一般职员90人。现抽取30人分析其收入情况，你认为应该如何抽取？,某企业有职工150人#，其中高级职称15人#，中级职称45人#，一般职员90人。现抽取30人分析其收入情况#，你认为应该如何抽取？
173,"某地区有300家商店，其中大型商店有30家，中型商店有75家，小型商店有195家．为了掌握各商店的营业情况，要从中抽取一个容量为20的样本．若采用分层抽样的方法，抽取的中型商店数是（　　）
","某地区有300家商店#，其中大型商店有30家#，中型商店有75家#，小型商店有195家．为了掌握各商店的营业情况#，要从中抽取一个容量为20的样本．若采用分层抽样的方法#，抽取的中型商店数是（　　）
"
174,某高校甲、乙、丙、丁四个专业分别有150、150、400、300名学生，为了解学生的就业倾向，用分层抽样的方法从该校这四个专业共抽取50名学生进行调查，应在丙专业抽取的学生人数为______．,某高校甲、乙、丙、丁四个专业分别有150、150、400、300名学生#，为了解学生的就业倾向#，用分层抽样的方法从该校这四个专业共抽取50名学生进行调查#，应在丙专业抽取的学生人数为______．
175,"某校有高级教师26人，中级教师104人，其他教师若干人。为了了解该校教师的工资收入情况，若按分层抽样从该校的所有教师中抽取56人进行调查，已知从其他教师中共抽取了16人，则该校共有教师（    ）人。","某校有高级教师26人#，中级教师104人#，其他教师若干人。为了了解该校教师的工资收入情况#，若按分层抽样从该校的所有教师中抽取56人进行调查#，已知从其他教师中共抽取了16人#，则该校共有教师（    ）人。"
176,"一个总体分为A、B两层，用分层抽样方法从总体中抽取一个容量为30的样本，已知B层中每个个体被抽到的概率都是1/12，则总体中的个体数为（    ）。","一个总体分为A、B两层#，用分层抽样方法从总体中抽取一个容量为30的样本#，已知B层中每个个体被抽到的概率都是1/12#，则总体中的个体数为（    ）。"
177,"某工厂生产A、B、C三种不同型号的产品，产品数量之比依次为2：3：5。现用分层抽样的方法抽出一个容量为n的样本，样本中A种型号的产品共有16件，那么此样本的容量为[    ]","某工厂生产A、B、C三种不同型号的产品$，产品数量之比依次为2：3：5。现用分层抽样的方法抽出一个容量为n的样本#，样本中A种型号的产品共有16件#，那么此样本的容量为[    ]"
178,"某单位有老年人，中年人，青年人依次为25人，35人，40人，用分层抽样的方法抽取40人，则老、中、青的人数依次为[   ]","某单位有老年人$，中年人$，青年人依次为25人$，35人$，40人#，用分层抽样的方法抽取40人#，则老、中、青的人数依次为[   ]"
179,"某学院的A，B，C三个专业共有1200名学生，为了调查这些学生勤工俭学的情况，拟采用分层抽样的方法抽取一个容量为120的样本。已知该学院的A专业有380名学生，B专业有420名学生，则在该学院的C专业中应抽取（    ）名学生。","某学院的A$，B$，C三个专业共有1200名学生#，为了调查这些学生勤工俭学的情况#，拟采用分层抽样的方法抽取一个容量为120的样本。已知该学院的A专业有380名学生#，B专业有420名学生#，则在该学院的C专业中应抽取（    ）名学生。"
180,"将一个总数分为A、B、C三层，其个体数之比为5：3：2。若用分层抽样方法抽取容量为100的样本，则应从C中抽取（    ）个个体。","将一个总数分为A、B、C三层$，其个体数之比为5：3：2。若用分层抽样方法抽取容量为100的样本#，则应从C中抽取（    ）个个体。"
181,"某大学数学系共有本科生5000人，其中一、二、三、四年级的人数比为4：3：2：1，要用分层抽样的方法从所有本科生中抽取一个容量为200的样本，则应抽取三年级的学生人数为[    ]","某大学数学系共有本科生5000人#，其中一、二、三、四年级的人数比为4：3：2：1#，要用分层抽样的方法从所有本科生中抽取一个容量为200的样本#，则应抽取三年级的学生人数为[    ]"
182,某电视台在因特网上就观众对某一节目的喜爱程度进行调查，参加调查的总人数为12000人，其中持“很喜爱”、“喜爱”、“一般”和“不喜爱”态度的人数分别为2435、4567、3926、1072，电视台为了进一步了解观众的具体想法和意见，打算从中再抽取60人进行更为详细的调查，应怎样进行抽样？,某电视台在因特网上就观众对某一节目的喜爱程度进行调查#，参加调查的总人数为12000人#，其中持“很喜爱”、“喜爱”、“一般”和“不喜爱”态度的人数分别为2435、4567、3926、1072#，电视台为了进一步了解观众的具体想法和意见#，打算从中再抽取60人进行更为详细的调查#，应怎样进行抽样？
183,某公司有职工210人，其中管理人员20人，后勤保安人员30人，业务人员160人，为了了解职工的文化生活情况，要从中抽取一个容量为21的样本，应采取何种抽样方法？业务人员应该抽取多少人？,某公司有职工210人#，其中管理人员20人#，后勤保安人员30人#，业务人员160人#，为了了解职工的文化生活情况#，要从中抽取一个容量为21的样本#，应采取何种抽样方法？业务人员应该抽取多少人？
184,"采用分层抽样的方法抽取一个容量为45的样本，高一年级被抽取20人，高三年级被抽取10人，高二年级共有300人，则这个学校共有高中学生（    ）人。","采用分层抽样的方法抽取一个容量为45的样本#，高一年级被抽取20人#，高三年级被抽取10人#，高二年级共有300人#，则这个学校共有高中学生（    ）人。"
185,某社区对居民进行上海世博会知晓情况的分层抽样调查，已知该社区的青年人、中年人和老年人分别有800人、1600人、1400人，若在老年人中的抽样人数是70，则在中年人中的抽样人数应该是（   ）,某社区对居民进行上海世博会知晓情况的分层抽样调查#，已知该社区的青年人、中年人和老年人分别有800人、1600人、1400人#，若在老年人中的抽样人数是70#，则在中年人中的抽样人数应该是（   ）
186,"某校有学生2000人，其中高三学生500人，为了解学生的身体素质情况，采用按年级分层抽样的方法，从该校学生中抽取一个200人的样本，则样本中高三学生的人数为（    ）。","某校有学生2000人#，其中高三学生500人#，为了解学生的身体素质情况#，采用按年级分层抽样的方法$，从该校学生中抽取一个200人的样本#，则样本中高三学生的人数为（    ）。"
187,"某校共有学生2000名，一年级男、女生分别有377、373人，二年级男、女生分别有370、380人，现用分层抽样的方法在全校抽取64名学生，则应在三年级抽取的学生人数为[   ]","某校共有学生2000名#，一年级男、女生分别有377、373人#，二年级男、女生分别有370、380人#，现用分层抽样的方法在全校抽取64名学生#，则应在三年级抽取的学生人数为[   ]"
188,某校有高中生1200人，初中生900人，老师120人，现用分层抽样的方法从所有师生中抽取一个容量为N的样本；已知从初中生中抽取人数为60人，那么N=______．,某校有高中生1200人#，初中生900人#，老师120人#，现用分层抽样的方法从所有师生中抽取一个容量为N的样本；已知从初中生中抽取人数为60人#，那么N=______．
189,"某地区有300家商店，其中大型商店有30家，中型商店有75家，小型商店有195家。为了掌握各商店的营业情况，要从中抽取一个容量为20的样本。若采用分层抽样的方法，抽取的中型商店数是[   ]","某地区有300家商店#，其中大型商店有30家#，中型商店有75家#，小型商店有195家。为了掌握各商店的营业情况#，要从中抽取一个容量为20的样本。若采用分层抽样的方法#，抽取的中型商店数是[   ]"
190,某单位有职工750人，其中青年职工350人，中年职工250人，老年职工150人，为了了解该单位职工的健康情况，用分层抽样的方法从中抽取样本。若样本中的青年职工为7人，则样本容量为（  ）。,某单位有职工750人#，其中青年职工350人#，中年职工250人#，老年职工150人#，为了了解该单位职工的健康情况$，用分层抽样的方法从中抽取样本。若样本中的青年职工为7人#，则样本容量为（  ）。
191,"课题组进行城市农空气质量调查，按地域把24个城市分成甲、乙、丙三组，对应城市数分别为4、12、8。若用分层抽样抽取6个城市，则丙组中应抽取的城市数为（    ）。
","课题组进行城市农空气质量调查#，按地域把24个城市分成甲、乙、丙三组$，对应城市数分别为4、12、8。若用分层抽样抽取6个城市#，则丙组中应抽取的城市数为（    ）。
"
192,"一汽车厂生产A，B，C三类轿车，每类轿车均有舒适型和标准型两种型号，某月A类轿车的产量为舒适型100辆、标准型300辆，B类轿车的产量为舒适型150辆、标准型450辆，C类轿车的产量为舒适型z辆、标准型600辆，按类型分层抽样的方法在这个月生产的轿车中抽取50辆，其中有A类轿车10辆，用分层抽样的方法在C类轿车中抽取一个容量为5的样本。将该样本看成一个总体，从中任取2辆，求至少有1辆舒适型轿车的概率； 
","一汽车厂生产A$，B$，C三类轿车$，每类轿车均有舒适型和标准型两种型号#，某月A类轿车的产量为舒适型100辆、标准型300辆#，B类轿车的产量为舒适型150辆、标准型450辆#，C类轿车的产量为舒适型z辆、标准型600辆#，按类型分层抽样的方法在这个月生产的轿车中抽取50辆#，其中有A类轿车10辆#，用分层抽样的方法在C类轿车中抽取一个容量为5的样本。将该样本看成一个总体$，从中任取2辆#，求至少有1辆舒适型轿车的概率； 
"
193,"一个工厂有若干个车间，今采用分层抽样法从全厂某天的2048件产品抽取一个容量为128的样本进行质量检查，若一车间这一天生产256件产品，则从该车间抽取的产品件数为（    ）。","一个工厂有若干个车间#，今采用分层抽样法从全厂某天的2048件产品抽取一个容量为128的样本进行质量检查#，若一车间这一天生产256件产品#，则从该车间抽取的产品件数为（    ）。"
194,"某单位共有老、中、青职工430人，其中有青年职工160人，中年职工人数是老年职工人数的2倍，为了解职工身体状况，现采用分层抽样方法进行调查，在抽取的样本中有青年职工32人，则该样本的老年职工人数为[   ]","某单位共有老、中、青职工430人#，其中有青年职工160人#，中年职工人数是老年职工人数的2倍#，为了解职工身体状况#，现采用分层抽样方法进行调查#，在抽取的样本中有青年职工32人#，则该样本的老年职工人数为[   ]"
195,"﻿某单位200名职工中50岁以上的占20%，40-50岁的占30%，40岁以下的占50%，现要从中抽取40名职工作样本，若用分层抽样方法，则40岁以下年龄段应抽取[   ]","﻿某单位200名职工中50岁以上的占20%#，40-50岁的占30%#，40岁以下的占50%#，现要从中抽取40名职工作样本#，若用分层抽样方法#，则40岁以下年龄段应抽取[   ]"
196,"某社区现有480个住户，其中中等收入家庭200户、低收入家庭160户，其他为高收入家庭。在建设幸福广东的某次分层抽样调查中，高收入家庭被抽取了6户，则该社区本次被抽取的总户数为[   ]","某社区现有480个住户#，其中中等收入家庭200户、低收入家庭160户$，其他为高收入家庭。在建设幸福广东的某次分层抽样调查中#，高收入家庭被抽取了6户#，则该社区本次被抽取的总户数为[   ]"
197,一支田径队有男队员56人，女队员42人，用分层抽样的方法从全体运动员中抽出一个容量为28的样本，则应抽取男队员的人数为（　　）,一支田径队有男队员56人#，女队员42人#，用分层抽样的方法从全体运动员中抽出一个容量为28的样本#，则应抽取男队员的人数为（　　）
198,"某校有老师200人，男学生1200人，女学生1000人。现用分层抽样的方法从所有师生中抽取一个容量为n的样本；已知从女学生中抽取的人数为80人，则n=（    ）。","某校有老师200人#，男学生1200人#，女学生1000人。现用分层抽样的方法从所有师生中抽取一个容量为n的样本；已知从女学生中抽取的人数为80人#，则n=（    ）。"
199,"某中学高一、高二、高三学生人数之比依次为2：3：5，现用分层抽样的方法抽出一个样本容量为n的样本，样本中高三学生有150人，那么n的值等于（    ）。","某中学高一、高二、高三学生人数之比依次为2：3：5#，现用分层抽样的方法抽出一个样本容量为n的样本#，样本中高三学生有150人#，那么n的值等于（    ）。"
200,交通管理部门为了解机动车驾驶员（简称驾驶员）对某新法规的知晓情况，对甲、乙、丙、丁四个社区做分层抽样调查．假设四个社区驾驶员的总人数为N，其中甲社区有驾驶员96人．若在甲、乙、丙、丁四个社区抽取驾驶员的人数分别为12，21，25，43，则这四个社区驾驶员的总人数N为（　　）,交通管理部门为了解机动车驾驶员（简称驾驶员）对某新法规的知晓情况#，对甲、乙、丙、丁四个社区做分层抽样调查．假设四个社区驾驶员的总人数为N#，其中甲社区有驾驶员96人．若在甲、乙、丙、丁四个社区抽取驾驶员的人数分别为12$，21$，25$，43#，则这四个社区驾驶员的总人数N为（　　）
201,"某中学高中一年级有400人，高中二年级有320人，高中三年级有280人，现采取分层抽样的方法从三个年级中抽取一个容量为200人的样本，则高一年级应抽取的人数为[     ]","某中学高中一年级有400人#，高中二年级有320人#，高中三年级有280人#，现采取分层抽样的方法从三个年级中抽取一个容量为200人的样本#，则高一年级应抽取的人数为[     ]"
202,"某学校高一、高二、高三共有学生3500人，其中高三学生数是高一学生数的两倍，高二学生数比高一学生数多300人，现在按1/100的抽样比用分层抽样的方法抽取样本，则应抽取高一学生数为（　　）
","某学校高一、高二、高三共有学生3500人#，其中高三学生数是高一学生数的两倍#，高二学生数比高一学生数多300人#，现在按1/100的抽样比用分层抽样的方法抽取样本#，则应抽取高一学生数为（　　）
"
203,"某林场有树苗30000棵，其中松树苗4000棵，为调查树苗的生长情况，采用分层抽样的方法抽取一个容量为150的样本，则样本中松树苗的数量为[   ]","某林场有树苗30000棵#，其中松树苗4000棵#，为调查树苗的生长情况#，采用分层抽样的方法抽取一个容量为150的样本#，则样本中松树苗的数量为[   ]"
204,"将一个总体分为A、B、C三层，其个体数之比为5：3：2。若用分层抽样方法抽取容量为100的样本，则应从C中抽取（    ）个个体。","将一个总体分为A、B、C三层$，其个体数之比为5：3：2。若用分层抽样方法抽取容量为100的样本#，则应从C中抽取（    ）个个体。"
205,"一个单位有职工800人，其中具有高级职称的160人，具有中级职称的320人，具有初级职称的200人，其余人员120人，为了解职工收入情况，决定采用分层抽样的方法，从中抽取容量为40的样本。则从上述各层中依次抽取的人数分别是[  ]","一个单位有职工800人#，其中具有高级职称的160人#，具有中级职称的320人#，具有初级职称的200人#，其余人员120人#，为了解职工收入情况#，决定采用分层抽样的方法$，从中抽取容量为40的样本。则从上述各层中依次抽取的人数分别是[  ]"
206,某电视台在一次对收看文艺节目和新闻节目观众的抽样调查中，随机抽取了100名电视观众，其中收看文艺节目的观众中20至40岁的有40人、大于40岁有15人，收看新闻节目的观众中20至40岁的有18人、大于40岁有27人。用分层抽样方法在收看新闻节目的观众中随机抽取5名，大于40岁的观众应该抽取几名？ ,某电视台在一次对收看文艺节目和新闻节目观众的抽样调查中$，随机抽取了100名电视观众#，其中收看文艺节目的观众中20至40岁的有40人、大于40岁有15人#，收看新闻节目的观众中20至40岁的有18人、大于40岁有27人。用分层抽样方法在收看新闻节目的观众中随机抽取5名#，大于40岁的观众应该抽取几名？ 
207,"﻿某学校高一学生210人，高二学生270人，高三学生300人，校学生会用分层抽样的方法从这三个年级的学生中随机抽取n名学生进行问卷调查。如果已知从高一学生中抽取的人数为7，那么从高三中抽取的人数应为[     ]","﻿某学校高一学生210人#，高二学生270人#，高三学生300人#，校学生会用分层抽样的方法从这三个年级的学生中随机抽取n名学生进行问卷调查。如果已知从高一学生中抽取的人数为7#，那么从高三中抽取的人数应为[     ]"
208,"某工厂生产A，B，C三种不同型号的产品，产品数量之比依次为3：4：7，现用分层抽样的方法取出一个容量为n的样本，样本中B型号产品有28件，那么此样本的容量n=[     ]","某工厂生产A$，B$，C三种不同型号的产品$，产品数量之比依次为3：4：7#，现用分层抽样的方法取出一个容量为n的样本#，样本中B型号产品有28件#，那么此样本的容量n=[     ]"
209,"某校在2011年高考报名中有男生800人、女生600人，现要从中抽取一个容量为35的样本，则男生、女生抽取的人数分别为[     ]","某校在2011年高考报名中有男生800人、女生600人#，现要从中抽取一个容量为35的样本#，则男生、女生抽取的人数分别为[     ]"
210,"某校对全校男女学生共1600名进行健康调查，选用分层抽样法抽取一个容量为200的样本，已知女生抽了95人，则该校的女生人数应是（    ）人。","某校对全校男女学生共1600名进行健康调查#，选用分层抽样法抽取一个容量为200的样本#，已知女生抽了95人#，则该校的女生人数应是（    ）人。"
211,"一个总体分为A、B、C三层，其中个体数之比为4：3：3，若用分层抽样的方法抽取容量为200的样本，则应从B中抽取的个体数为[   ]","一个总体分为A、B、C三层$，其中个体数之比为4：3：3#，若用分层抽样的方法抽取容量为200的样本#，则应从B中抽取的个体数为[   ]"
212,"某大型超市销售的乳类商品有四种：纯奶、酸奶、婴幼儿奶粉、成人奶粉，且纯奶、酸奶、婴幼儿奶粉、成人奶粉分别有30种、10种、35种、25种不同的品牌。现采用分层抽样的方法从中抽取一个容量为n的样本进行三聚氰胺安全检测，若抽取的婴幼儿奶粉的品牌数是7，则n=（    ）。","某大型超市销售的乳类商品有四种：纯奶、酸奶、婴幼儿奶粉、成人奶粉#，且纯奶、酸奶、婴幼儿奶粉、成人奶粉分别有30种、10种、35种、25种不同的品牌。现采用分层抽样的方法从中抽取一个容量为n的样本进行三聚氰胺安全检测#，若抽取的婴幼儿奶粉的品牌数是7#，则n=（    ）。"
213,"今年某市有高二学生3万人，其中女生1万人，为调查了解新课改教材使用情况，采用分层抽样的方法从高二学生中抽取一个容量为150的样本，则样本中女生的数量为[     ]","今年某市有高二学生3万人#，其中女生1万人#，为调查了解新课改教材使用情况#，采用分层抽样的方法从高二学生中抽取一个容量为150的样本#，则样本中女生的数量为[     ]"
214,"某工厂生产A，B，C三种不同型号的产品，产品数量之比为3：4：7，现在用分层抽样的方法抽取容量为n的样本，样本中A型号产品有15件，那么样本容量n为（    ）","某工厂生产A$，B$，C三种不同型号的产品$，产品数量之比为3：4：7#，现在用分层抽样的方法抽取容量为n的样本#，样本中A型号产品有15件#，那么样本容量n为（    ）"
215,"某校高三有1000个学生，高二有1200个学生，高一有1500个学生，现按年级分层抽样，调查学生的视力情况，若高一抽取了75人，则全校共抽取了（    ）人。","某校高三有1000个学生#，高二有1200个学生#，高一有1500个学生#，现按年级分层抽样$，调查学生的视力情况#，若高一抽取了75人#，则全校共抽取了（    ）人。"
216,"某单位有职工750人，其中青年职工350人，中年职工250人，老年职工150人，为了了解该单位职工的健康情况，用分层抽样的方法从中抽取样本．若样本中的青年职工为7人，则样本容量为（　　）
","某单位有职工750人#，其中青年职工350人#，中年职工250人#，老年职工150人#，为了了解该单位职工的健康情况#，用分层抽样的方法从中抽取样本．若样本中的青年职工为7人#，则样本容量为（　　）
"
